nid,id,name,organism,ncbi_taxonomy.name,description,resource_markdown
6495,ENSG00000102302,FGD1,2,Homo sapiens,"FYVE, RhoGEF and PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3663]",
21333,ENSG00000211448,DIO2,2,Homo sapiens,iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884],
18007,ENSG00000178996,SNX18,2,Homo sapiens,sorting nexin 18 [Source:HGNC Symbol;Acc:HGNC:19245],
6091,ENSG00000100298,APOBEC3H,2,Homo sapiens,apolipoprotein B mRNA editing enzyme catalytic subunit 3H [Source:HGNC Symbol;Acc:HGNC:24100],
12074,ENSG00000143155,TIPRL,2,Homo sapiens,TOR signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:30231],
12145,ENSG00000143434,SEMA6C,2,Homo sapiens,semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740],
12836,ENSG00000148468,FAM171A1,2,Homo sapiens,family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522],
19439,ENSG00000186812,ZNF397,2,Homo sapiens,zinc finger protein 397 [Source:HGNC Symbol;Acc:HGNC:18818],
5628,ENSG00000088766,CRLS1,2,Homo sapiens,cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148],
9413,ENSG00000125245,GPR18,2,Homo sapiens,G protein-coupled receptor 18 [Source:HGNC Symbol;Acc:HGNC:4472],
11265,ENSG00000137674,MMP20,2,Homo sapiens,matrix metallopeptidase 20 [Source:HGNC Symbol;Acc:HGNC:7167],
7711,ENSG00000111348,ARHGDIB,2,Homo sapiens,Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679],
10188,ENSG00000131187,F12,2,Homo sapiens,coagulation factor XII [Source:HGNC Symbol;Acc:HGNC:3530],
17594,ENSG00000176393,RNPEP,2,Homo sapiens,arginyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:10078],
7520,ENSG00000109743,BST1,2,Homo sapiens,bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118],
19246,ENSG00000185899,TAS2R60,2,Homo sapiens,taste 2 receptor member 60 [Source:HGNC Symbol;Acc:HGNC:20639],
2538,ENSG00000167202,TBC1D2B,2,Homo sapiens,TBC1 domain family member 2B [Source:HGNC Symbol;Acc:HGNC:29183],
3890,ENSG00000003096,KLHL13,2,Homo sapiens,kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931],
6329,ENSG00000101294,HM13,2,Homo sapiens,histocompatibility minor 13 [Source:HGNC Symbol;Acc:HGNC:16435],
15046,ENSG00000164488,DACT2,2,Homo sapiens,dishevelled binding antagonist of beta catenin 2 [Source:HGNC Symbol;Acc:HGNC:21231],
8814,ENSG00000120051,CFAP58,2,Homo sapiens,cilia and flagella associated protein 58 [Source:HGNC Symbol;Acc:HGNC:26676],
3374,ENSG00000205869,KRTAP5-1,2,Homo sapiens,keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596],
20639,ENSG00000198556,ZNF789,2,Homo sapiens,zinc finger protein 789 [Source:HGNC Symbol;Acc:HGNC:27801],
4702,ENSG00000063015,SEZ6,2,Homo sapiens,seizure related 6 homolog [Source:HGNC Symbol;Acc:HGNC:15955],
14696,ENSG00000163466,ARPC2,2,Homo sapiens,actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705],
7541,ENSG00000109919,MTCH2,2,Homo sapiens,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587],
20527,ENSG00000198092,TMPRSS11F,2,Homo sapiens,transmembrane serine protease 11F [Source:HGNC Symbol;Acc:HGNC:29994],
10574,ENSG00000133997,MED6,2,Homo sapiens,mediator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:19970],
3133,ENSG00000187764,SEMA4D,2,Homo sapiens,semaphorin 4D [Source:HGNC Symbol;Acc:HGNC:10732],
22503,ENSG00000243749,TMEM35B,2,Homo sapiens,transmembrane protein 35B [Source:HGNC Symbol;Acc:HGNC:40021],
21625,ENSG00000213347,MXD3,2,Homo sapiens,MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008],
524,ENSG00000096996,IL12RB1,2,Homo sapiens,interleukin 12 receptor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:5971],
16277,ENSG00000169682,SPNS1,2,Homo sapiens,sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621],
3311,ENSG00000198899,MT-ATP6,2,Homo sapiens,mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414],
17265,ENSG00000174444,RPL4,2,Homo sapiens,ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353],
5511,ENSG00000085719,CPNE3,2,Homo sapiens,copine 3 [Source:HGNC Symbol;Acc:HGNC:2316],
4959,ENSG00000070388,FGF22,2,Homo sapiens,fibroblast growth factor 22 [Source:HGNC Symbol;Acc:HGNC:3679],
22932,ENSG00000261652,C15orf65,2,Homo sapiens,chromosome 15 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:44654],
9018,ENSG00000121892,PDS5A,2,Homo sapiens,PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088],
1185,ENSG00000119888,EPCAM,2,Homo sapiens,epithelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:11529],
19224,ENSG00000185813,PCYT2,2,Homo sapiens,"phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]",
9282,ENSG00000124207,CSE1L,2,Homo sapiens,chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431],
14290,ENSG00000161249,DMKN,2,Homo sapiens,dermokine [Source:HGNC Symbol;Acc:HGNC:25063],
10064,ENSG00000130558,OLFM1,2,Homo sapiens,olfactomedin 1 [Source:HGNC Symbol;Acc:HGNC:17187],
6818,ENSG00000104870,FCGRT,2,Homo sapiens,Fc fragment of IgG receptor and transporter [Source:HGNC Symbol;Acc:HGNC:3621],
1101,ENSG00000116353,MECR,2,Homo sapiens,mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691],
12019,ENSG00000142669,SH3BGRL3,2,Homo sapiens,SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568],
18894,ENSG00000184227,ACOT1,2,Homo sapiens,acyl-CoA thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:33128],
360,ENSG00000076944,STXBP2,2,Homo sapiens,syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445],
99,ENSG00000016864,GLT8D1,2,Homo sapiens,glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870],
13253,ENSG00000152380,FAM151B,2,Homo sapiens,family with sequence similarity 151 member B [Source:HGNC Symbol;Acc:HGNC:33716],
7486,ENSG00000109390,NDUFC1,2,Homo sapiens,NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705],
18142,ENSG00000179914,ITLN1,2,Homo sapiens,intelectin 1 [Source:HGNC Symbol;Acc:HGNC:18259],
11436,ENSG00000138495,COX17,2,Homo sapiens,cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264],
9924,ENSG00000129473,BCL2L2,2,Homo sapiens,BCL2 like 2 [Source:HGNC Symbol;Acc:HGNC:995],
3688,ENSG00000273592,MBOAT7,2,Homo sapiens,membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505],
7105,ENSG00000106246,PTCD1,2,Homo sapiens,pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198],
15984,ENSG00000168350,DEGS2,2,Homo sapiens,"delta 4-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:HGNC:20113]",
21917,ENSG00000221916,C19orf73,2,Homo sapiens,chromosome 19 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:25534],
19217,ENSG00000185787,MORF4L1,2,Homo sapiens,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],
442,ENSG00000087086,FTL,2,Homo sapiens,ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999],
1238,ENSG00000122566,HNRNPA2B1,2,Homo sapiens,heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033],
8522,ENSG00000117395,EBNA1BP2,2,Homo sapiens,EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531],
8890,ENSG00000120675,DNAJC15,2,Homo sapiens,DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325],
17631,ENSG00000176624,MEX3C,2,Homo sapiens,mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040],
18331,ENSG00000181215,C4orf50,2,Homo sapiens,chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766],
11474,ENSG00000138698,RAP1GDS1,2,Homo sapiens,Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859],
4082,ENSG00000008735,MAPK8IP2,2,Homo sapiens,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883],
17331,ENSG00000174840,PDE12,2,Homo sapiens,phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386],
2486,ENSG00000165943,MOAP1,2,Homo sapiens,modulator of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:16658],
11373,ENSG00000138131,LOXL4,2,Homo sapiens,lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171],
13443,ENSG00000154102,C16orf74,2,Homo sapiens,chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362],
8943,ENSG00000121057,AKAP1,2,Homo sapiens,A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367],
8400,ENSG00000116514,RNF19B,2,Homo sapiens,ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886],
13983,ENSG00000158859,ADAMTS4,2,Homo sapiens,ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220],
18570,ENSG00000182645,CCDC172,2,Homo sapiens,coiled-coil domain containing 172 [Source:HGNC Symbol;Acc:HGNC:30524],
2477,ENSG00000165699,TSC1,2,Homo sapiens,TSC complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:12362],
17518,ENSG00000175906,ARL4D,2,Homo sapiens,ADP ribosylation factor like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656],
3495,ENSG00000228849,TNF,2,Homo sapiens,tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892],
22518,ENSG00000244045,TMEM199,2,Homo sapiens,transmembrane protein 199 [Source:HGNC Symbol;Acc:HGNC:18085],
17680,ENSG00000176925,OR51F2,2,Homo sapiens,olfactory receptor family 51 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:15197],
9386,ENSG00000124795,DEK,2,Homo sapiens,DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768],
23209,ENSG00000274808,TBC1D3B,2,Homo sapiens,TBC1 domain family member 3B [Source:HGNC Symbol;Acc:HGNC:27011],
384,ENSG00000079482,OPHN1,2,Homo sapiens,oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148],
16494,ENSG00000170627,GTSF1,2,Homo sapiens,gametocyte specific factor 1 [Source:HGNC Symbol;Acc:HGNC:26565],
5100,ENSG00000074071,MRPS34,2,Homo sapiens,mitochondrial ribosomal protein S34 [Source:HGNC Symbol;Acc:HGNC:16618],
8936,ENSG00000120952,PRAMEF2,2,Homo sapiens,PRAME family member 2 [Source:HGNC Symbol;Acc:HGNC:28841],
22241,ENSG00000235194,PPP1R3E,2,Homo sapiens,protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943],
9334,ENSG00000124496,TRERF1,2,Homo sapiens,transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:HGNC:18273],
5291,ENSG00000078900,TP73,2,Homo sapiens,tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003],
20789,ENSG00000198911,SREBF2,2,Homo sapiens,sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290],
7982,ENSG00000113262,GRM6,2,Homo sapiens,glutamate metabotropic receptor 6 [Source:HGNC Symbol;Acc:HGNC:4598],
12290,ENSG00000144233,AMMECR1L,2,Homo sapiens,AMMECR1 like [Source:HGNC Symbol;Acc:HGNC:28658],
9940,ENSG00000129596,CDO1,2,Homo sapiens,cysteine dioxygenase type 1 [Source:HGNC Symbol;Acc:HGNC:1795],
20209,ENSG00000196872,CRACDL,2,Homo sapiens,CRACD like [Source:HGNC Symbol;Acc:HGNC:33454],
14958,ENSG00000164175,SLC45A2,2,Homo sapiens,solute carrier family 45 member 2 [Source:HGNC Symbol;Acc:HGNC:16472],
17814,ENSG00000177688,SUMO4,2,Homo sapiens,small ubiquitin like modifier 4 [Source:HGNC Symbol;Acc:HGNC:21181],
14291,ENSG00000161265,U2AF1L4,2,Homo sapiens,U2 small nuclear RNA auxiliary factor 1 like 4 [Source:HGNC Symbol;Acc:HGNC:23020],
17318,ENSG00000174776,WDR49,2,Homo sapiens,WD repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:26587],
4574,ENSG00000054148,PHPT1,2,Homo sapiens,phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30033],
8314,ENSG00000115828,QPCT,2,Homo sapiens,glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753],
13645,ENSG00000156006,NAT2,2,Homo sapiens,N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7646],
15479,ENSG00000166278,C2,2,Homo sapiens,complement C2 [Source:HGNC Symbol;Acc:HGNC:1248],
20030,ENSG00000196260,SFTA2,2,Homo sapiens,surfactant associated 2 [Source:HGNC Symbol;Acc:HGNC:18386],
22524,ENSG00000244122,UGT1A7,2,Homo sapiens,UDP glucuronosyltransferase family 1 member A7 [Source:HGNC Symbol;Acc:HGNC:12539],
18242,ENSG00000180616,SSTR2,2,Homo sapiens,somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331],
12389,ENSG00000144935,TRPC1,2,Homo sapiens,transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333],
4725,ENSG00000064195,DLX3,2,Homo sapiens,distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916],
21831,ENSG00000215421,ZNF407,2,Homo sapiens,zinc finger protein 407 [Source:HGNC Symbol;Acc:HGNC:19904],
2126,ENSG00000153993,SEMA3D,2,Homo sapiens,semaphorin 3D [Source:HGNC Symbol;Acc:HGNC:10726],
14115,ENSG00000160051,IQCC,2,Homo sapiens,IQ motif containing C [Source:HGNC Symbol;Acc:HGNC:25545],
18449,ENSG00000182070,OR52A1,2,Homo sapiens,olfactory receptor family 52 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8318],
6228,ENSG00000100814,CCNB1IP1,2,Homo sapiens,cyclin B1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19437],
12756,ENSG00000147789,ZNF7,2,Homo sapiens,zinc finger protein 7 [Source:HGNC Symbol;Acc:HGNC:13139],
20906,ENSG00000204084,INPP5B,2,Homo sapiens,inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol;Acc:HGNC:6077],
1579,ENSG00000134853,PDGFRA,2,Homo sapiens,platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803],
21512,ENSG00000211907,IGHD1-26,2,Homo sapiens,immunoglobulin heavy diversity 1-26 [Source:HGNC Symbol;Acc:HGNC:5485],
22390,ENSG00000241119,UGT1A9,2,Homo sapiens,UDP glucuronosyltransferase family 1 member A9 [Source:HGNC Symbol;Acc:HGNC:12541],
18602,ENSG00000182831,C16orf72,2,Homo sapiens,chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103],
13175,ENSG00000151715,TMEM45B,2,Homo sapiens,transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194],
6575,ENSG00000102978,POLR2C,2,Homo sapiens,RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189],
9041,ENSG00000122042,UBL3,2,Homo sapiens,ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504],
8213,ENSG00000115241,PPM1G,2,Homo sapiens,"protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]",
2089,ENSG00000152056,AP1S3,2,Homo sapiens,adaptor related protein complex 1 subunit sigma 3 [Source:HGNC Symbol;Acc:HGNC:18971],
7565,ENSG00000110076,NRXN2,2,Homo sapiens,neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009],
1928,ENSG00000144647,POMGNT2,2,Homo sapiens,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]",
22957,ENSG00000262655,SPON1,2,Homo sapiens,spondin 1 [Source:HGNC Symbol;Acc:HGNC:11252],
22437,ENSG00000242252,BGLAP,2,Homo sapiens,bone gamma-carboxyglutamate protein [Source:HGNC Symbol;Acc:HGNC:1043],
21903,ENSG00000221867,MAGEA3,2,Homo sapiens,MAGE family member A3 [Source:HGNC Symbol;Acc:HGNC:6801],
10784,ENSG00000135205,CCDC146,2,Homo sapiens,coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296],
6188,ENSG00000100593,ISM2,2,Homo sapiens,isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176],
88,ENSG00000013503,POLR3B,2,Homo sapiens,RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348],
16332,ENSG00000169906,S100G,2,Homo sapiens,S100 calcium binding protein G [Source:HGNC Symbol;Acc:HGNC:1436],
188,ENSG00000050030,NEXMIF,2,Homo sapiens,neurite extension and migration factor [Source:HGNC Symbol;Acc:HGNC:29433],
22924,ENSG00000261371,PECAM1,2,Homo sapiens,platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823],
4232,ENSG00000017797,RALBP1,2,Homo sapiens,ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841],
2155,ENSG00000155657,TTN,2,Homo sapiens,titin [Source:HGNC Symbol;Acc:HGNC:12403],
3549,ENSG00000234438,KBTBD13,2,Homo sapiens,kelch repeat and BTB domain containing 13 [Source:HGNC Symbol;Acc:HGNC:37227],
17729,ENSG00000177191,B3GNT8,2,Homo sapiens,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:24139]",
703,ENSG00000103249,CLCN7,2,Homo sapiens,chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025],
2413,ENSG00000164265,SCGB3A2,2,Homo sapiens,secretoglobin family 3A member 2 [Source:HGNC Symbol;Acc:HGNC:18391],
1161,ENSG00000119042,SATB2,2,Homo sapiens,SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637],
21814,ENSG00000215203,GRXCR1,2,Homo sapiens,glutaredoxin and cysteine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31673],
11468,ENSG00000138678,GPAT3,2,Homo sapiens,glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157],
15477,ENSG00000166272,WBP1L,2,Homo sapiens,WW domain binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:23510],
11126,ENSG00000136929,HEMGN,2,Homo sapiens,hemogen [Source:HGNC Symbol;Acc:HGNC:17509],
2428,ENSG00000164597,COG5,2,Homo sapiens,component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857],
13088,ENSG00000151065,DCP1B,2,Homo sapiens,decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451],
7545,ENSG00000109943,CRTAM,2,Homo sapiens,cytotoxic and regulatory T cell molecule [Source:HGNC Symbol;Acc:HGNC:24313],
23182,ENSG00000274349,ZNF658,2,Homo sapiens,zinc finger protein 658 [Source:HGNC Symbol;Acc:HGNC:25226],
6447,ENSG00000102007,PLP2,2,Homo sapiens,proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087],
14328,ENSG00000161682,FAM171A2,2,Homo sapiens,family with sequence similarity 171 member A2 [Source:HGNC Symbol;Acc:HGNC:30480],
22321,ENSG00000239305,RNF103,2,Homo sapiens,ring finger protein 103 [Source:HGNC Symbol;Acc:HGNC:12859],
15075,ENSG00000164626,KCNK5,2,Homo sapiens,potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280],
5,ENSG00000001626,CFTR,2,Homo sapiens,CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884],
6339,ENSG00000101335,MYL9,2,Homo sapiens,myosin light chain 9 [Source:HGNC Symbol;Acc:HGNC:15754],
12424,ENSG00000145287,PLAC8,2,Homo sapiens,placenta associated 8 [Source:HGNC Symbol;Acc:HGNC:19254],
1165,ENSG00000119333,DYNC2I2,2,Homo sapiens,dynein 2 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:28296],
3406,ENSG00000212710,CTAGE1,2,Homo sapiens,cutaneous T cell lymphoma-associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:24346],
14653,ENSG00000163297,ANTXR2,2,Homo sapiens,ANTXR cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:21732],
18743,ENSG00000183530,PRR14L,2,Homo sapiens,proline rich 14 like [Source:HGNC Symbol;Acc:HGNC:28738],
6070,ENSG00000100241,SBF1,2,Homo sapiens,SET binding factor 1 [Source:HGNC Symbol;Acc:HGNC:10542],
22396,ENSG00000241233,KRTAP5-8,2,Homo sapiens,keratin associated protein 5-8 [Source:HGNC Symbol;Acc:HGNC:23603],
1429,ENSG00000130475,FCHO1,2,Homo sapiens,FCH and mu domain containing endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29002],
22457,ENSG00000242715,CCDC169,2,Homo sapiens,coiled-coil domain containing 169 [Source:HGNC Symbol;Acc:HGNC:34361],
807,ENSG00000106617,PRKAG2,2,Homo sapiens,protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386],
6616,ENSG00000103199,ZNF500,2,Homo sapiens,zinc finger protein 500 [Source:HGNC Symbol;Acc:HGNC:23716],
12393,ENSG00000145012,LPP,2,Homo sapiens,LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679],
10326,ENSG00000132321,IQCA1,2,Homo sapiens,IQ motif containing with AAA domain 1 [Source:HGNC Symbol;Acc:HGNC:26195],
15932,ENSG00000168116,KIAA1586,2,Homo sapiens,KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360],
15497,ENSG00000166348,USP54,2,Homo sapiens,ubiquitin specific peptidase 54 [Source:HGNC Symbol;Acc:HGNC:23513],
13763,ENSG00000157005,SST,2,Homo sapiens,somatostatin [Source:HGNC Symbol;Acc:HGNC:11329],
8044,ENSG00000113719,ERGIC1,2,Homo sapiens,endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205],
2227,ENSG00000158813,EDA,2,Homo sapiens,ectodysplasin A [Source:HGNC Symbol;Acc:HGNC:3157],
7274,ENSG00000107758,PPP3CB,2,Homo sapiens,protein phosphatase 3 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9315],
14329,ENSG00000161692,DBF4B,2,Homo sapiens,DBF4 zinc finger B [Source:HGNC Symbol;Acc:HGNC:17883],
12311,ENSG00000144426,NBEAL1,2,Homo sapiens,neurobeachin like 1 [Source:HGNC Symbol;Acc:HGNC:20681],
4607,ENSG00000055917,PUM2,2,Homo sapiens,pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958],
2865,ENSG00000177098,SCN4B,2,Homo sapiens,sodium voltage-gated channel beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:10592],
12222,ENSG00000143816,WNT9A,2,Homo sapiens,Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778],
444,ENSG00000087245,MMP2,2,Homo sapiens,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166],
23314,ENSG00000277745,H2AB3,2,Homo sapiens,H2A.B variant histone 3 [Source:HGNC Symbol;Acc:HGNC:14455],
18742,ENSG00000183527,PSMG1,2,Homo sapiens,proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043],
13417,ENSG00000153902,LGI4,2,Homo sapiens,leucine rich repeat LGI family member 4 [Source:HGNC Symbol;Acc:HGNC:18712],
6028,ENSG00000100099,HPS4,2,Homo sapiens,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 [Source:HGNC Symbol;Acc:HGNC:15844],
4106,ENSG00000010244,ZNF207,2,Homo sapiens,zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998],
11200,ENSG00000137275,RIPK1,2,Homo sapiens,receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019],
6233,ENSG00000100852,ARHGAP5,2,Homo sapiens,Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675],
7798,ENSG00000111885,MAN1A1,2,Homo sapiens,mannosidase alpha class 1A member 1 [Source:HGNC Symbol;Acc:HGNC:6821],
9584,ENSG00000126226,PCID2,2,Homo sapiens,PCI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25653],
13850,ENSG00000157782,CABP1,2,Homo sapiens,calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1384],
13690,ENSG00000156374,PCGF6,2,Homo sapiens,polycomb group ring finger 6 [Source:HGNC Symbol;Acc:HGNC:21156],
20255,ENSG00000197057,DTHD1,2,Homo sapiens,death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37261],
9142,ENSG00000123064,DDX54,2,Homo sapiens,DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084],
3876,ENSG00000001631,KRIT1,2,Homo sapiens,KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573],
10166,ENSG00000131068,DEFB118,2,Homo sapiens,defensin beta 118 [Source:HGNC Symbol;Acc:HGNC:16196],
6726,ENSG00000104231,ZFAND1,2,Homo sapiens,zinc finger AN1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25858],
6648,ENSG00000103375,AQP8,2,Homo sapiens,aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642],
